"","methanotrophy","methanogenesis_by_CO2_reduction_with_H2","methanogenesis_by_reduction_of_methyl_compounds_with_H2","hydrogenotrophic_methanogenesis","methanogenesis","methanol_oxidation","methylotrophy","aerobic_ammonia_oxidation","aerobic_nitrite_oxidation","sulfate_respiration","sulfur_respiration","nitrate_denitrification","chitinolysis","dark_hydrogen_oxidation","nitrogen_fixation","cellulolysis","xylanolysis","dark_sulfide_oxidation","dark_oxidation_of_sulfur_compounds","manganese_oxidation","fermentation","aerobic_chemoheterotrophy","invertebrate_parasites","human_pathogens_septicemia","human_pathogens_pneumonia","human_pathogens_gastroenteritis","human_pathogens_diarrhea","human_pathogens_all","human_gut","animal_parasites_or_symbionts","plant_pathogen","aromatic_hydrocarbon_degradation","aromatic_compound_degradation","aliphatic_non_methane_hydrocarbon_degradation","hydrocarbon_degradation","iron_respiration","nitrate_respiration","nitrate_reduction","intracellular_parasites","chlorate_reducers","predatory_or_exoparasitic","nonphotosynthetic_cyanobacteria","photosynthetic_cyanobacteria","anoxygenic_photoautotrophy_S_oxidizing","photoheterotrophy","ureolysis"
"MLGPInner.16S.S41",0.31,0,0,0,0,0.31,0,0,0,0,0,0,0,0.31,0,1.25,0,0,0,0,0.31,27.9,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0,0.31,0,0,0.94,0.31,0.31,0,1.25,0.31
"MLGPMineral.16S.S41",1.66,0,0,0,0,0,1.66,0,0,0,0,0,0,8.32,1.66,2.08,0,0,0,0,0,26.4,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,2.91,0,0.62,0.42,0,0,0.42,0.21
"MLGPOrganic.16S.S41",0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,4.24,0,0,0,0,0,37.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,1.18,0,0.24,0.94,0,0,0,0
"MLGPOuter.16S.S42",0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,2,0,0,0,0,0,29.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,1,0
"PB1Inner.16S.S42",0,0.6,0,0.6,0,0,0,0,0,0.6,0,0,0,0.6,0,3.57,0,0,0,0,17.26,30.95,0,0,0,0,0,0.6,0,5.95,0,0,5.95,0,0,0,0.6,0,1.19,0,0,0,0,0,0,0
"PB1Mineral.16S.S42",2.75,0,0,0,0,0,2.75,0,0,0,0,0,0,8.45,2.75,3.54,0,0,0,0,0,37.52,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0.39,0.59,0,0.2,0.59,0,0,0.2,0
"PB1Organic.16S.S42",0.18,0,0,0,0,0,0.18,0,0,0,0,0,0,4.99,0.18,1.78,0,0,0,0,0,25.49,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0.18,0,0,1.25,0,0.71,0.53,0,0,0.36,0
"PB1Outer.16S.S42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,20,28.12,0,0,0,0,0,0.62,0,7.5,0,0,6.88,0,0,0,0.62,0,0,0,0,0,0,0,0,0
"PB2Inner.16S.S43",0,0,0.98,0.98,0,0,0.98,0,0,0,0,0,0,1.96,0,0,0,0,0,0,19.12,16.67,0,0,0,0,0,0.49,0,0.49,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0
"PB2Mineral.16S.S43",4.33,0,0,0,0,0,4.33,0,0,0,0,0,0,10.94,4.58,5.34,0,0,0,0,0.51,40.46,0,0,0,0,0,0,0,4.07,0,0,0,0,0,0,0,0.25,1.27,0,0.25,0.76,0,0,0,0
"PB2Organic.16S.S43",0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,0,1.25,0,0,0,0,0,29.85,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,1.88,0,1.25,0.21,0,0,0,0
"PB2Outer.16S.S43",0.85,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0.85,1.71,0,0,0,0,13.68,35.04,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0.85
"PB3Inner.16S.S43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.51,9.19,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.37,0,0.74,0.37,0,0,0,0
"PB3Mineral.16S.S44",2.8,0,0,0,0,0,2.8,0,0,0,0,0,0,9.53,2.99,3.18,0,0,0,0,0,37.38,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0.37,0.75,0,0.75,0.37,0,0,0,0
"PB3Organic.16S.S44",0,0,0,0,0,0,0,0,0,0,0,0.17,0,3.17,0,4.84,0,0,0,0,0.17,28.55,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.17,1.34,0,0.5,0.5,0,0.17,0.17,0
"PB3Outer.16S.S44",0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.62,0,0,0,0,1.25,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0.62,0.62,2.5,0,0.62,0
"PB4Mineral.16S.S44",3.21,0,0,0,0,0,3.21,0,0,0,0,0,0,8.26,3.21,1.83,0,0,0,0,0.23,37.84,0,0,0,0,0,0.23,0,2.75,0,0,0,0,0,0,0,0.23,0.69,0,0.69,0.23,0,0,0,0
"PB4Organic.16S.S45",0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0,5.02,0,0,0,0,0.69,29.58,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0.17,0,0.17,0.69,0,0.35,1.04,0,0,0,0
"PB5Inner.16S.S46",0,8.78,0,8.78,0,0,0,0,0,0,0,0,0,8.78,0,0,0,0,0,0,30.24,12.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PB5Mineral.16S.S46",1.92,0,0,0,0,0,1.92,0.27,0,0,0,0,0,9.89,1.92,2.75,0,0,0,0,0,42.03,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0.27,0,0.27,0.82,0,0,0.27,0,0,0.27,0
"PB5Organic.16S.S46",0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,5.14,0,0,0,0,0.2,34.39,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0.2,0.59,0,0.59,0.2,0,0,0.2,0
"PB5Outer.16S.S46",0.42,0,0,0,0,0.42,0,0,0,0,0,0,0,0.83,0,11.67,0,0,0,0,1.67,40,0,0,0,0,0,0.83,0.83,0,0,0,0,0,0,0,0,0.83,0.83,0,0,0,0,0,0.83,0.42
"PB501Inner.16S.S45",0.65,0,0.65,0.65,0,0.65,0.65,0,0,0,0,0,0,0.65,0,0.65,0,0,0,0,18.95,17.65,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.65
"PB501Mineral.16S.S45",3.87,0,0,0,0,0,3.87,0.3,0,0,0,0,0,7.74,3.87,2.98,0,0,0,0,0,30.06,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0.3,0.89,0,0,0.3,0,0,0.3,0
"PB501Organic.16S.S45",0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,8.72,0,0,0,0,0,35.97,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0.4,0,0,0,0,0.13,0.27,0,0,0.13,0
"PB501Outer.16S.S46",0.52,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,7.73,32.47,0,0,0,0,0,1.03,1.03,0.52,0,0,0.52,0,0,0,0,1.03,1.03,0,0,0,0.52,0,0,0.52
"RM1Inner.16S.S60",0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0.73,0,0,0,0,19.71,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0
"RM1Mineral.16S.S60",0,0.36,0,0,0,0,0,0,0,0,0.71,0.36,0,1.42,0,1.07,0,0,0,0,8.9,18.15,0,0,0,0,0,0,0,3.91,0,0,2.49,0,0,0,0,0.71,0.71,0,0.71,0.71,0,0,0.36,0
"RM1Organic.16S.S60",0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,1.59,0,0,0,0,0,29.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0.27,1.33,0,0,0,0
"RM10Inner.16S.S59",0,0.49,0,0.49,0,0,0,0,0,0,0,0,0,1.47,0,0.98,0,0,0,0,16.67,34.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,1.96,0.49,0.49,0,0.49,0
"RM10Outer.16S.S59",0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,1.15,0,0,0,0,0,24.62,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,1.54,0,1.54,0.38,0.77,0,0,0
"RM14Inner.16S.S16",0,0,0.22,0.22,0,0,0.22,0,0,0,0,0,0,3.12,0.89,0,0,0,0.22,0,5.13,34.38,0,0,0,0,0,0.22,0,1.34,0,0,0,0,0,0,0.45,0,1.34,0,0.45,0.45,0,0,0.67,0.45
"RM14Mineral.16S.S59",1.04,0,0,0,0,0,1.04,0,0,0,0,0,0,6.75,1.04,4.16,0,0,0,0,0,30.39,0,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0,1.3,0,0.26,0,0,0,0.26,0
"RM14Organic.16S.S60",0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,2.11,0,0,0,0,0,35.09,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.35,0,0,2.81,0,0.7,0.7,0,0,0.35,0
"RM14Outer.16S.S16",0.34,0,0.34,0.34,0,0.34,0,0,0,0,0,0,0,1.37,0.68,0.34,0.34,0,0,0,13.65,20.48,0,0,0,0,0,0,0,1.02,0,0,0.34,0,0,0,0,0.68,1.02,0,1.71,0,0.34,0,0,0.34
"RM2Inner.16S.S61",0.76,0,0,0,0,0.76,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,1.14,27.65,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0.76,0,1.14,0,0,0,0,0.76
"RM2Mineral.16S.S61",0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,2.22,0,0,0,0,0,18.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,1.59,0,0.95,0,0,0,0.32,0
"RM2Organic.16S.S61",0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,3,0,0,0,0,0,28.61,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,1.63,0,1.09,1.09,0,0,0,0
"RM2Outer.16S.S61",0.7,0,0,0,0,0.7,0,0,0,0.35,0,0,0,1.05,0.35,0,0,0,0,0,0.35,27.37,0,0,0,0,0,0.7,0,0,0,0,1.05,0,0,0,0,0.35,0.7,0,0,0.35,0.35,0,0,1.05
"RM3Inner.16S.S16",0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0,1.07,0,0,0,0,14.23,19.57,0,0,0,0,0,0,0.36,2.49,0,0,0.71,0,0,0,0.36,0.36,1.42,0,1.78,0.36,1.07,0,0,0
"RM3Mineral.16S.S17",0.3,0,0,0,0,0,0.3,0,0,0,0,0,0,10.78,0.3,6.29,0,0,0,0,0.3,35.93,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1.2,2.99,0,0.3,0.6,0,0,0.3,0
"RM3Organic.16S.S65",0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,4.9,0,0,0,0,0,25.49,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.65,0,0.65,1.96,0,0,0,0
"RM3Outer.16S.S17",0.37,0,0,0,0,0.37,0,0,0,0,0,0,0,3.73,0.37,3.73,0,0,0,0,6.72,23.13,0,0,0,0,0,0,0,2.24,0,0,0.37,0,0,0,0,1.12,0.37,0,0.75,0.37,0.37,0,0,0.37
"RM301Mineral.16S.S62",4.31,0,0,0,0,0,4.31,0,0,0,0,0,0,8.89,4.31,1.62,0,0,0,0,0,33.15,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0.27,0.81,0,0.27,0,0,0,0,0
"RM301Organic.16S.S62",0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,2.51,0,0,0,0,0,36.36,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,2.19,0,0.94,0.94,0,0,0,0
"RM301AOuter.16S.S62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.46,0,0,0,0,13.43,26.85,0,0,0,0,0,0,0,0,0,0.46,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0
"RM301BInner.16S.S62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,19.57,31.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0.72,0,0,0
"RM301BOuter.16S.S62",0.46,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0.92,0.92,0,0,0,0,12.84,25.69,0,0,0,0,0,0.46,0,0,0,0.46,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.92
"RM302Inner.16S.S63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,2.72,28.26,0,0,0,0,0,2.17,1.63,0,0,0,1.09,0,0,0,0.54,1.63,0.54,0,1.09,0,0.54,0,0,0
"RM302Mineral.16S.S63",1.52,0,0,0,0,0,1.52,0,0,0,0,0,0,10.06,1.52,4.57,0,0,0,0,0,35.67,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0.3,0.61,0.91,0,0.3,0,0,0,0,0
"RM302Organic.16S.S63",0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,2.59,0,0,0,0,0.24,26.89,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0.71,0,0.71,0.71,0,0,0.24,0
"RM302Outer.16S.S63",0.57,0,0,0,0,0.57,0,0,0,0,0,0,0,0.57,0,2.87,0,0,0,0,0.57,28.16,0,0,0,0,0,0.57,0.57,0,0,0,0.57,0,0,0,0,0.57,1.15,0,0,0,0.57,0,0,0.57
"RM303Mineral.16S.S64",0.56,0,0,0,0,0,0.56,0.56,0,0,0,0,0,9.55,0.56,2.81,0,0,0,0,0,37.64,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0.56,1.12,0,0.56,0,0,0,0,0
"RM303Organic.16S.S64",0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,1.2,0,0,0,0,0,27.63,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,2.1,0,0.3,1.2,0,0,0.3,0
"RM304Inner.16S.S64",0,0,6.86,6.86,0,0,6.86,0,0,0,0,0,0,0,0,0.49,0,0,0,0,9.8,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0
"RM304Mineral.16S.S64",2.28,0,0,0,0,0,2.28,0,0,0,0,0,0,9.77,2.28,1.95,0,0,0,0,0.33,35.83,0.33,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0.33,0.98,0,0.98,0.33,0,0,0,0
"RM304Organic.16S.S65",0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,6.53,0.28,0.28,0,0,0,0,0.28,37.78,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,1.99,0,1.42,0.85,0,0,0,0
"RM4Inner.16S.S65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,13.87,18.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RM4Mineral.16S.S65",0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,2.46,0,0,0,0,0,30.63,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0.35,2.11,0,0,0.35,0,0,0.35,0
"RM4Organic.16S.S66",0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,1.42,0,0,0,0,0,27.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0.57,0,0.85,0.57,0,0,0.28,0
"RM4Outer.16S.S66",0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,0,7.66,0,0,0,0,1.44,32.06,0,0,0,0,0,0,0,0.48,0,0,0.48,0,0,0,0,0,0,0,0,0,0.48,0,0,0
"RM5Inner.16S.S68",0,0,7.51,7.51,0,0,7.51,0,0,0,0,0,0,0.58,0,0,0,0,0,0,15.61,12.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RM5Mineral.16S.S68",0,0,0.64,0.64,0,0,0.64,0,0,0,0,0,0,1.93,0,4.82,0,0,0,0,0,24.44,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.32,1.93,0,0.32,0.32,0,0,0.32,0
"RM5Organic.16S.S69",0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,7.87,0,0,0,0,0,28.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,1.39,0,0.46,0.93,0,0,0,0
"RM5Outer.16S.S69",0.43,0,0,0,0,0.43,0,0,0,0,0,0.43,0,3.9,0,2.16,0,0,0,0,0.43,30.3,0,0,0,0,0,0.43,0.43,0.43,0,0,0.43,0,0,0,0,0.43,0.87,0,0.87,0.43,0,0.43,0.43,0.43
"RM501Inner.16S.S66",1.05,1.05,0,1.05,0,1.05,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,14.74,26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,1.05,0,0,1.05
"RM501Mineral.16S.S66",0.7,0,0,0,0,0,0.7,0,0,0,0,0,0,8.8,0.7,2.82,0,0,0,0,0,32.04,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0.35,2.11,0,0,0.35,0,0,0.35,0
"RM501Organic.16S.S66",0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,2.33,0,0,0,0,0,25.58,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0.39,0,0.78,0,0.39,2.33,0,0,0,0
"RM501Outer.16S.S67",0.83,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,33.88,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0.83
"RM502Inner.16S.S67",0.37,6.72,0.37,7.09,0,0.37,0.37,0,0,0,0,0,0,8.58,0.37,0.37,0,0,0,0,12.31,21.27,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.75,0,0,0.37,0.37,0,0.37,0.75
"RM502Mineral.16S.S67",1.73,0,0,0,0,0,1.73,0,0,0,0,0,0,7.67,1.73,3.96,0,0,0,0,0,30.45,0,0,0,0,0,0.25,0,3.96,0,0,0,0,0,0,0.25,0.25,1.24,0,0.74,0.25,0,0,0,0
"RM502Organic.16S.S67",0,0,0,0,0,0,0,0,0,0,0,0,0,7.57,0,3.13,0,0,0,0,0,37.86,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0.26,0,0.78,1.31,0,0,0,0
"RM502Outer.16S.S67",0.87,7.79,0,7.79,0,0,0,0,0,0,0,0,0,9.52,0.87,0.87,0,0,0,0,1.3,26.41,0,0,0,0,0,0.43,0.43,0,0,0,0,0,0,0,0,0.87,0.43,0,0.43,0,0,0,0.43,0.43
"RM503Inner.16S.S17",0,0.18,0.36,0.54,0,0,0.36,0,0,0,0,0,0,1.81,0.18,0,0,0,0.18,0,2.35,27.12,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.18,0.18,1.08,0,0.54,0.18,0,0,0,0.36
"RM503Mineral.16S.S68",3.16,0,0,0,0,0,3.16,0,0,0,0,0,0,8.7,3.16,1.58,0,0,0,0,0,33.6,0,0,0,0,0,0,0,5.14,0,0,0,0,0,0,0,0,0.79,0,0,0.4,0,0,0,0
"RM503Organic.16S.S68",0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,2.02,0,0,0,0,0,29.54,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0.18,0,0,1.1,0,0.37,1.1,0,0,0.18,0
"RM503Outer.16S.S18",0.39,0,0,0,0,0.39,0,0.2,0,0,0,0,0,1.38,0,4.13,0,0,0,0,1.97,23.03,0,0,0,0,0,0,0,0.39,0,0,0.98,0,0,0,0.2,0,0.2,0,1.18,0.2,0,0,0,0.39
"RMS1Mineral.16S.S69",0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,4.64,0,0,0,0,0,20.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0.52,0,0,0,0.52,0
"RMS1Organic.16S.S69",0,0.3,0,0.3,0,0.3,0,0,0,0,0,0,0,6.36,0,0.61,0,0,0,0,0,28.18,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0.91,0,1.52,0.61,0,0,0,0
"RMS1Outer.16S.S70",1.61,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,1.61,29.03,0,0,0,0,0,0.81,0.81,0,0,0,0.81,0,0,0,0,0.81,0.81,0,0.81,0,0.4,0,0,1.61
"RO1Inner.16S.S75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,31.29,0,0,0,0,0,2.72,2.72,0,0,0,0,0,0,0,0,2.72,1.36,0,0,0,0,0,0,0
"RO1Mineral.16S.S76",0.85,0,0,0,0,0,0.85,0,0,0,0,0,0,11.11,0.85,1.42,0,0,0,0,0,37.32,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,1.14,0,0.28,0.28,0,0,0.28,0
"RO1Organic.16S.S76",0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0,2.87,0,0,0,0,0,33.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,1.2,0.48,0,0,0,0
"RO1Outer.16S.S76",0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,9.41,0,0,0,0,0,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.76,0.25,0.51,0,0,0.25
"RO10Inner.16S.S73",0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,3.67,30.28,0,0,0,0,0,2.75,2.75,0,0,0,0,0,0,0,0,2.75,0,0,0,0.92,0,0,0,0
"RO10Mineral.16S.S73",0.83,0,0,0,0,0,0.83,0,0,0,0,0,0,8.68,0.83,0.83,0,0,0,0,0,45.45,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0.41,0,1.65,0,1.65,0.83,0,0,0,0
"RO10Organic.16S.S74",0.16,0,0,0,0,0,0.16,0,0,0,0,0,0,6.2,0.16,1.79,0,0,0,0,0,34.42,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0.98,0,0.33,0.65,0,0,0.33,0
"RO10Outer.16S.S74",1.31,0,0,0,0,1.31,0,0,0,0,0,0,0,0.65,0,1.96,0,0,0,0,1.31,25.49,0,0,0,0,0,0.65,0.65,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0.65,1.31
"RO101Inner.16S.S70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,23.26,0,0,0,0,0,5.43,5.43,0,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,0
"RO101Mineral.16S.S70",1.05,0,0,0,0,0,1.05,0,0,0,0,0,0,10.8,1.05,2.09,0,0,0,0,0,35.54,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0.35,0,0.35,1.05,0,0.35,0,0,0,0,0.35
"RO101Organic.16S.S70",0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,3.68,0,0,0,0,0,27.62,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,1.47,0,0.37,0.74,0,0,0,0
"RO101Outer.16S.S70",3.62,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0.72,2.17,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,4.35
"RO102Inner.16S.S18",0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,40.92,11.22,0,0,0,0,0,0,0.33,4.29,0,0,0.33,0,0,0,0,4.95,0,0,0.66,0,0,0,0,0
"RO102Mineral.16S.S71",1.05,0,0,0,0,0,1.05,0,0,0,0,0,0,10.53,1.32,5.53,0,0,0,0,0,43.16,0,0,0,0,0,0.26,0,4.74,0,0,0,0,0,0,0,0.26,0.53,0,0.53,0,0,0,0,0
"RO102Organic.16S.S71",0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,1.17,0,0,0,0,0,29.93,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0.73,0,0.88,0.88,0,0,0,0
"RO102Outer.16S.S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.22,0.43,0.22,0,0,0,48.81,7.16,0,0.22,0.22,0.22,0,0.22,1.74,9.76,0.22,0,0.65,0,0,0,0,6.51,0,0,0,0,0,0,0,0
"RO103Inner.16S.S71",0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,10.49,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0.62,0,0,0,0,0
"RO103Mineral.16S.S71",5.28,0,0,0,0,0,5.28,0,0,0,0,0,0,5.9,5.28,3.11,0,0,0,0,0,26.71,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,0.31,1.55,0,0.31,0.31,0,0,0.31,0.31
"RO103Outer.16S.S72",0,0,0,0,0,0.81,0,0,0,0,0,0.81,0,2.44,0,0.81,0,0,0,0,4.88,32.52,0,0,0,0,0,0,0,0,0,0,2.44,0,0.81,0,0,0,0.81,0,0,0,0.81,0,0,0.81
"RO104Mineral.16S.S72",2.52,0,0,0,0,0,2.52,0,0,0,0,0,0,9.24,2.52,2.8,0,0,0,0,0,34.17,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0.28,1.12,0,0.28,0.56,0,0,0,0
"RO104Organic.16S.S72",0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,2.23,0,0,0,0,0.2,19.64,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,1.21,0,0.2,0.4,0,0,0.4,0
"RO104Outer.16S.S72",3.49,0,0,0,0,3.49,0,0,0,0,0,0,0,0.27,0,5.38,0,0,0,0,0.27,30.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,2.42,0.54,0,0,0,4.03
"RO105Inner.16S.S72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,34.31,0,0,0,0,0,1.96,1.96,0,0,0,0,0,0,0,0,2.94,0.98,0,0.98,0.98,0,0,0,0
"RO105Mineral.16S.S73",1.2,0,0,0,0,0,1.2,0,0,0,0,0,0,9.13,1.2,5.53,0,0,0,0,0,31.73,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0.24,0.96,0,0.72,0.24,0,0,0,0
