"","Pathotroph","Saprotroph","Symbiotroph","Bryophyte Parasite","Dung Saprotroph","Ectomycorrhizal","Fungal Parasite","Leaf Saprotroph","Plant Parasite","Wood Saprotroph","Animal Pathogen","Endophyte","Plant Pathogen","Lichen Parasite","Litter Saprotroph","Soil Saprotroph","Plant Saprotroph","Epiphyte","Lichenized","Arbuscular Mycorrhizal","Endomycorrhizal","Ericoid Mycorrhizal","Orchid Mycorrhizal","Root Associated Biotroph","Clavicipitaceous Endophyte","Animal Endosymbiont"
"RM503Mineral.ITS.S681",17.67,38.6,38.14,0,4.19,19.53,8.37,0,0,11.63,6.05,13.49,6.98,0.93,7.44,11.16,2.79,0.47,0,0.47,0,3.26,1.4,0.93,0.93,0
"RM503Organic.ITS.S683",15.35,38.6,32.02,0.88,3.51,21.93,4.39,0.88,0,14.04,3.51,7.46,5.26,1.32,4.82,4.82,4.82,1.32,0.44,0,0,3.95,1.32,0.44,0,0
"RM503Outer.ITS.S182",30.36,33.04,19.64,0,0.89,3.57,8.93,0.89,0,4.46,15.18,11.61,17.86,5.36,2.68,3.57,0.89,2.68,2.68,0,0,0,0,0,1.79,0
"RMS1Mineral.ITS.S697",14.16,30.04,26.18,0.86,3.43,13.73,5.15,0.86,0.86,8.15,2.15,8.15,5.58,0,4.72,10.73,2.58,0.43,0,0,0,4.29,0.86,0,0.86,0
"RMS1Organic.ITS.S699",14.01,34.85,26.38,0.33,3.58,13.03,5.54,1.3,0.33,11.07,3.26,8.47,7.49,0.65,4.89,7.17,3.91,0.33,1.63,0.98,0,3.26,1.3,0.33,0.65,0
"RMS1Outer.ITS.S701",30.56,25,11.11,0,0,2.78,2.78,5.56,0,11.11,8.33,5.56,25,2.78,0,2.78,0,0,2.78,0,0,0,0,0,0,0
"RO1Mineral.ITS.S761",16.49,29.38,34.02,0,3.61,17.01,4.12,0.52,0,8.25,3.61,10.82,6.7,1.03,6.7,7.22,2.06,0.52,0,0,0,6.7,3.09,1.55,0.52,0
"RO1Organic.ITS.S763",16.36,31.31,25.23,0,2.34,16.36,3.27,1.4,0,7.94,3.27,7.48,8.41,0.93,4.67,3.74,1.4,1.4,0.47,0,0,5.14,2.8,0.47,0,0
"RO1Outer.ITS.S765",31.68,21.78,15.84,0,0,1.98,6.93,0,0,2.97,15.84,8.91,23.76,2.97,0,0.99,0,0,5.94,0,0,0,0,0,3.96,0.99
"RO10Mineral.ITS.S739",19.13,36.07,36.07,0.55,3.83,15.85,9.29,0.55,0.55,8.74,3.28,14.21,6.56,0.55,7.65,10.38,2.19,0.55,0.55,0,0,5.46,0.55,0,2.19,0.55
"RO10Organic.ITS.S741",18.45,33.5,31.07,0.49,4.85,15.53,7.28,0.49,0.49,9.22,4.37,10.19,6.31,0,7.28,7.28,3.4,0.97,0,0,0,5.34,0.97,0,0.49,0
"RO10Outer.ITS.S743",30.16,17.46,22.22,0,1.59,0,3.17,0,0,4.76,12.7,12.7,25.4,3.17,0,0,1.59,1.59,12.7,0,0,0,0,0,3.17,3.17
"RO101Mineral.ITS.S705",19.84,36.96,35.02,0,4.28,15.95,7.78,0.39,0,12.84,5.84,14.4,10.12,1.56,7,11.28,3.5,0.39,0,0,0.39,3.89,0,0,0.39,0.39
"RO101Organic.ITS.S707",19.72,36.7,33.03,0.46,5.96,21.56,7.8,0,0,15.6,4.59,7.34,6.88,1.38,5.05,4.13,5.05,0.92,0.46,0,0,5.05,0.92,0,0,0
"RO101Outer.ITS.S709",10.53,15.79,15.79,0,5.26,0,0,0,0,15.79,5.26,10.53,10.53,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0
"RO102Inner.ITS.S185",29.73,40.54,24.32,0,0,2.7,2.7,0,0,13.51,13.51,21.62,27.03,5.41,8.11,8.11,0,0,0,0,0,0,0,0,0,0
"RO102Mineral.ITS.S711",21.37,36.32,38.03,0.85,5.56,17.52,9.4,1.28,0.43,15.38,5.98,14.53,9.83,1.28,6.84,9.83,2.99,0.85,0,0,0.43,2.99,0.43,0.43,2.14,0
"RO102Organic.ITS.S713",16.88,30.8,34.6,0,5.06,21.52,6.33,0,0,13.08,3.8,8.86,8.02,0.84,5.06,5.06,3.8,1.27,0.42,0,0,3.38,0.84,0.42,0,0
"RO102Outer.ITS.S188",29.03,48.39,25.81,0,0,0,6.45,0,0,12.9,22.58,32.26,29.03,12.9,12.9,12.9,3.23,0,0,0,0,0,0,0,0,6.45
"RO103Inner.ITS.S715",26.67,53.33,20,0,6.67,0,0,0,0,33.33,26.67,20,13.33,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,0
"RO103Mineral.ITS.S717",18.95,36.69,35.89,0,4.44,16.13,7.66,0,0,13.31,4.03,13.31,8.47,0.81,6.05,8.06,3.23,0.81,0.4,0,0,4.84,1.21,1.21,1.21,0
"RO103Organic.ITS.S719",18,31.33,36,0,4.67,22.67,7.33,0,0,12.67,2,8,5.33,0,5.33,6,4.67,0.67,0,0,0,8,2,0.67,0,0
"RO103Outer.ITS.S721",56.67,43.33,26.67,0,6.67,0,10,6.67,0,30,30,26.67,36.67,16.67,0,0,0,3.33,3.33,0,0,0,0,0,3.33,3.33
"RO104Mineral.ITS.S723",20,34.44,33.89,0,3.89,13.89,8.89,0,0,10,4.44,14.44,9.44,0.56,8.89,10,1.67,0.56,0,0,0,3.89,1.11,1.11,1.67,0
"RO104Organic.ITS.S725",11.98,25.52,28.65,0,4.17,18.75,4.17,1.04,0,10.42,1.04,6.77,6.77,1.04,5.21,4.69,3.65,1.04,0.52,0,0,3.12,0.52,0,0,0
"RO104Outer.ITS.S727",29.67,24.18,10.99,0,0,0,6.59,2.2,0,5.49,9.89,6.59,21.98,4.4,2.2,2.2,1.1,0,5.49,0,0,0,0,0,1.1,1.1
"RO105Mineral.ITS.S731",21.65,38.19,34.25,0.39,5.12,14.57,9.06,0.39,0.39,12.99,5.91,14.57,9.84,0.79,7.48,10.24,3.15,0.79,0,0,0,3.15,0,0,1.97,0
"RO105Organic.ITS.S733",13.64,28.79,26.89,0.76,2.65,18.56,4.92,0.38,0,10.61,3.03,6.82,5.68,0.38,3.79,4.92,4.92,0.38,0,0,0,1.89,0.38,0,0.76,0
"RO105Outer.ITS.S735",37.78,31.11,17.78,0,2.22,0,0,2.22,0,8.89,22.22,2.22,33.33,2.22,0,0,0,0,15.56,0,0,0,0,0,0,0
"RO11Inner.ITS.S745",50,62.5,37.5,0,12.5,0,12.5,0,0,50,37.5,37.5,37.5,25,0,0,0,0,0,0,0,0,0,0,0,0
"RO11Organic.ITS.S747",17.5,40.5,32,0.5,4,21,6.5,1,0.5,14.5,2.5,8,8,0,6,5.5,6,0.5,0,0,0,5,1.5,0,0,0
"RO11Outer.ITS.S749",30.77,38.46,30.77,0,7.69,0,15.38,0,0,30.77,15.38,30.77,30.77,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69
"RO13Organic.ITS.S755",19.8,33.66,28.71,1.98,1.98,17.82,6.93,1.98,0.99,6.93,0.99,7.92,9.9,0,4.95,9.9,3.96,0.99,0,0,0,3.96,0.99,0,0,0
"RO13Outer.ITS.S757",38.89,33.33,22.22,0,5.56,0,11.11,0,0,22.22,33.33,27.78,33.33,11.11,0,0,0,0,0,0,0,0,0,0,5.56,5.56
"RO2Inner.ITS.S767",34.21,39.47,28.95,2.63,2.63,15.79,13.16,2.63,2.63,10.53,10.53,10.53,18.42,0,2.63,5.26,2.63,0,0,0,0,0,0,0,2.63,0
"RO2Mineral.ITS.S769",19.28,33.33,38.96,0,3.21,22.89,7.23,0.4,0,13.65,3.61,11.24,7.63,0.8,6.83,6.83,4.42,0.4,0.4,0,0.4,6.43,2.01,0.8,1.2,0.4
"RO2Organic.ITS.S771",13.1,42.86,33.33,0,5.95,24.4,5.95,0,0,17.86,1.19,7.14,4.76,0,5.95,7.14,5.95,0.6,0.6,0,0,4.76,1.79,0,0,0
"RO2Outer.ITS.S773",19.57,23.91,8.7,0,0,0,6.52,0,0,6.52,10.87,8.7,10.87,6.52,0,2.17,0,0,0,0,0,0,0,0,4.35,0
"RO3Inner.ITS.S191",13.24,61.76,17.65,0,4.41,1.47,7.35,0,0,20.59,8.82,16.18,10.29,4.41,1.47,5.88,7.35,0,0,0,0,0,0,0,2.94,0
"RO3Mineral.ITS.S775",22.41,33.2,38.59,0.41,4.15,17.84,10.79,0.83,0.41,11.2,5.39,14.11,8.3,1.24,6.22,7.05,2.9,1.24,0.41,0,0.41,3.73,1.24,0.83,2.49,0
"RO3Organic.ITS.S777",16.27,30.62,25.84,0.48,2.39,15.31,5.26,0.96,0,11,3.83,10.05,5.74,0.48,6.22,4.31,2.39,0.96,0.48,0,0,4.78,1.91,0,0.96,0.48
"RO3Outer.ITS.S194",44.44,44.44,25.93,0,1.85,0,7.41,0,0,20.37,16.67,22.22,35.19,9.26,1.85,5.56,0,0,0,0,0,0,0,0,3.7,0
"RO7Inner.ITS.S779",13.79,44.83,13.79,0,6.9,0,0,3.45,0,17.24,6.9,13.79,13.79,3.45,0,6.9,0,3.45,0,0,0,0,0,0,3.45,0
"RO7Organic.ITS.S781",18.44,39.34,34.02,0.82,3.69,24.18,8.2,0.82,0.41,12.7,2.46,8.2,6.97,0,6.15,6.15,6.15,1.23,0,0,0.41,2.46,0.82,0.41,0,0
"RO7Outer.ITS.S783",32.04,26.21,19.42,0.97,0,0,9.71,2.91,0,12.62,17.48,12.62,17.48,5.83,1.94,1.94,0,0.97,5.83,0,0.97,0,0,0,5.83,0
"RO7slash8Mineral.ITS.S785",22.27,35.07,39.34,0.47,3.32,19.91,8.53,0.47,0.47,9.95,3.79,13.74,10.9,0.47,9,10.43,3.79,0.47,0,0,0,4.27,0.95,0.47,0.47,0
"RO8Inner.ITS.S787",33.33,55.56,11.11,0,5.56,0,5.56,0,0,22.22,22.22,11.11,5.56,0,0,5.56,5.56,0,0,0,0,0,0,0,5.56,0
"RO8Outer.ITS.S789",26.67,16.67,30,0,0,3.33,10,0,0,13.33,20,23.33,20,10,0,6.67,0,0,3.33,0,0,0,0,0,6.67,0
"RO9Mineral.ITS.S793",18.64,42.37,38.98,0,5.65,18.64,6.78,0,0,12.43,2.82,12.43,9.04,0,7.91,12.43,2.82,0,0,0,0.56,5.08,1.69,1.13,1.13,0
"RO9Organic.ITS.S795",13.13,30.3,32.32,0,4.55,19.7,3.03,0.51,0,9.09,2.53,7.07,4.04,0,5.56,4.55,3.03,0.51,0,0,0,6.06,1.01,0,1.52,0
"RO9Outer.ITS.S797",10,15,10,0,0,0,0,0,0,10,10,5,10,5,0,0,0,0,5,0,0,0,0,0,0,0
"ROBowserInner.ITS.S197",32.5,45,22.5,0,5,0,10,0,0,17.5,12.5,20,17.5,5,10,10,2.5,2.5,0,0,0,0,0,0,0,0
"ROBowserOuter.ITS.S200",21.62,37.84,13.51,0,2.7,0,5.41,2.7,0,8.11,16.22,13.51,18.92,10.81,2.7,5.41,0,0,0,0,0,0,0,0,0,0
"SA1Mineral.ITS.S801",16.72,36.18,26.28,0.68,5.46,8.87,7.85,0.68,0.68,9.22,5.46,12.29,7.17,1.71,6.14,11.6,1.37,1.37,0,0,0.34,1.02,0.34,0.34,1.02,0
"SA1Organic.ITS.S803",15.33,36.61,17.85,0.46,5.26,6.18,4.58,1.14,0.23,11.9,2.97,8.7,10.53,1.37,4.12,5.03,1.14,0.92,0.46,0.23,0.23,0.23,0,0,0.23,0
"SA1Outer.ITS.S805",37.5,32.07,21.2,0,1.09,1.63,7.61,0.54,0,9.78,16.85,15.76,26.63,6.52,0.54,1.63,0,0.54,3.26,0,0.54,0,0,0,1.63,0.54
"SH1Mineral.ITS.S809",19.82,33.64,41.01,0.92,5.99,24.42,7.37,0,0,11.52,5.53,14.29,11.52,0.92,8.76,8.76,1.38,0.46,0.46,0,0,2.3,1.84,1.84,1.84,0.46
"SH1Organic.ITS.S811",14.67,32,24.8,0.53,4.8,14.93,3.47,2.4,0.27,8.8,2.93,7.73,8.8,0.53,5.6,4.53,0.53,0.8,0,0,0,1.33,1.07,1.07,0.53,0.27
"SH1Outer.ITS.S813",30.56,19.44,16.67,0,0,0,11.11,0,0,5.56,19.44,8.33,19.44,2.78,0,0,0,2.78,2.78,0,0,0,0,0,5.56,0
"SM1Mineral.ITS.S861",17.41,43.7,18.89,0.74,5.56,1.85,8.89,0.74,0.74,11.48,6.67,13.33,6.67,1.48,6.67,12.59,1.48,1.48,0.37,0.74,0.37,0.74,0,0,1.48,0
"SM1Outer.ITS.S865",27.27,9.09,36.36,0,0,0,0,0,0,9.09,9.09,9.09,9.09,9.09,0,9.09,9.09,0,27.27,0,0,0,0,0,0,0
"SM10Inner.ITS.S815",12.12,21.21,15.15,0,0,0,0,3.03,0,6.06,0,6.06,9.09,3.03,6.06,6.06,0,0,6.06,0,0,0,0,0,0,0
"SM10Mineral.ITS.S817",16,44.36,22.18,0.73,5.82,1.82,9.45,0.36,0.36,13.09,5.45,13.45,4,0.73,8,15.27,1.09,1.82,0,2.18,0,1.09,0,0,1.09,0
"SM10Organic.ITS.S819",19.81,48.31,20.77,0.48,6.28,2.17,9.18,1.21,0.48,19.08,5.8,13.77,9.42,1.93,6.28,9.18,1.69,1.69,0.24,1.69,0.24,0.72,0,0,0.48,0
"SM10Outer.ITS.S821",20.83,39.58,20.83,0,0,0,6.25,2.08,0,18.75,6.25,8.33,14.58,2.08,0,2.08,0,0,10.42,0,0,0,0,0,2.08,0
"SM11Inner.ITS.S823",25,25,0,0,0,0,0,6.25,0,6.25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"SM11Mineral.ITS.S825",15.23,39.37,21.84,0,4.6,4.6,5.75,0.86,0,11.78,5.17,13.22,7.18,0.86,6.61,11.49,2.59,1.15,0,0.86,0,1.15,0,0,0.86,0.29
"SM11Outer.ITS.S829",21.88,37.5,9.38,0,3.12,0,6.25,0,0,18.75,15.62,12.5,12.5,3.12,3.12,6.25,3.12,0,0,0,0,0,0,0,3.12,3.12
"SM12Inner.ITS.S831",35.71,14.29,21.43,0,0,0,0,0,0,7.14,14.29,14.29,21.43,14.29,0,0,0,0,7.14,0,0,0,0,0,0,0
"SM12Mineral.ITS.S833",12.47,35.16,18.45,0,4.49,5.24,5.24,0.5,0,12.22,4.49,10.97,6.48,1.5,4.74,8.23,2.74,1.5,0,0.75,0,0.25,0.25,0.25,1,0
"SM12Outer.ITS.S837",15.79,5.26,10.53,0,0,0,0,0,0,0,5.26,5.26,5.26,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0
"SM13Inner.ITS.S839",14.29,14.29,14.29,0,0,0,0,0,0,14.29,14.29,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0
"SM13Mineral.ITS.S841",13.55,34.02,21.23,0.51,7.16,6.39,7.16,0.77,0.51,11.51,4.6,11.51,5.12,0.26,4.86,7.93,1.79,1.53,0,0.77,0,0.77,0.26,0.26,1.79,0
"SM13Organic.ITS.S843",15.04,36.59,17.54,0,3.51,5.01,6.02,0,0,12.78,3.51,9.52,8.77,1,3.51,5.51,2.76,1.25,0.25,0.75,0.5,0.25,0.25,0.25,1.25,0
"SM13Outer.ITS.S845",17.39,30.43,13.04,0,0,4.35,8.7,4.35,0,30.43,0,0,21.74,0,0,0,0,0,8.7,0,0,0,0,0,0,0
"SM14Inner.ITS.S847",12.5,12.5,12.5,0,12.5,0,0,0,0,0,12.5,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0
"SM14Mineral.ITS.S849",13.73,34.64,15.36,0.33,4.58,1.96,6.54,0.65,0.33,11.11,4.58,10.13,5.56,0.65,5.23,8.82,1.31,1.63,0,1.96,0,0,0.33,0.33,0.65,0
"SM15Inner.ITS.S855",8.57,22.86,11.43,0,2.86,0,0,0,0,14.29,8.57,8.57,5.71,5.71,0,2.86,5.71,0,2.86,0,0,0,0,0,0,0
"SM15Organic.ITS.S857",15.34,38.1,13.23,0.26,5.56,1.06,5.56,0.79,0.26,12.7,5.03,9.79,7.67,1.06,5.29,7.67,1.32,1.85,0,0.79,0,0.26,0,0,0.53,0
"SM15Outer.ITS.S859",11.54,42.31,11.54,0,7.69,0,0,0,0,23.08,7.69,7.69,11.54,3.85,0,3.85,0,0,3.85,0,0,0,0,0,0,0
"SM2Inner.ITS.S867",22.22,22.22,11.11,0,0,0,5.56,0,0,5.56,16.67,11.11,22.22,0,0,0,5.56,0,5.56,0,0,0,0,0,0,5.56
"SM2Mineral.ITS.S869",17.74,42.58,18.71,0.65,6.45,1.61,7.1,0.65,0.65,12.9,6.45,10.97,7.1,0.97,6.77,11.29,2.58,1.61,0.32,1.61,0.32,1.29,0,0,0.97,0
"SM2Organic.ITS.S871",19.59,46.78,21.35,0,4.97,0.58,9.06,0.58,0,14.62,6.14,13.74,7.89,1.46,6.73,9.06,2.34,1.75,0,1.46,0.29,0.88,0,0,1.17,0
"SM2Outer.ITS.S873",15.79,5.26,10.53,0,0,0,0,0,0,5.26,5.26,0,5.26,5.26,0,0,0,0,10.53,0,0,0,0,0,0,0
"SM3Inner.ITS.S875",23.81,42.86,19.05,0,4.76,0,4.76,0,0,23.81,14.29,9.52,4.76,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0
"SM3Mineral.ITS.S877",20.25,50.21,23.21,1.27,6.75,2.53,13.5,0.84,0.84,15.61,8.44,15.61,5.06,1.27,8.44,14.77,2.53,1.69,0,0.84,0,1.27,0,0,1.27,0
"SM3Organic.ITS.S879",22.84,51.85,20.99,0,6.79,0.31,10.8,0,0,20.06,9.57,16.36,10.8,2.47,6.17,7.72,3.7,1.85,0,1.23,0,0.93,0,0,1.54,0
"SM3Outer.ITS.S881",15.38,15.38,0,0,0,0,0,0,0,7.69,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0
"SM4Inner.ITS.S883",16.67,16.67,27.78,0,0,0,0,0,0,16.67,16.67,16.67,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0
"SM4Mineral.ITS.S885",19.58,44.76,23.08,0.35,5.59,1.4,10.84,0.35,0.35,13.29,7.69,16.08,6.99,2.45,7.69,13.64,2.1,2.45,0,1.75,0,1.05,0,0,1.4,0
"SM4Organic.ITS.S887",20.45,44.44,20.2,0.51,4.04,1.01,10.35,0.51,0,14.9,7.58,12.88,7.07,1.52,6.06,8.59,3.03,2.02,0.25,3.03,0,1.52,0,0,0.76,0
"SM4Outer.ITS.S889",19.35,22.58,22.58,0,0,0,0,0,0,6.45,9.68,9.68,19.35,3.23,0,0,0,0,12.9,0,0,0,0,0,0,0
"SM5Mineral.ITS.S891",19.33,44.24,24.91,1.12,6.69,1.49,10.41,1.12,0.74,13.01,6.69,13.38,6.32,1.49,6.69,11.15,2.23,1.86,0,3.72,0.37,1.86,0,0,0.74,0
"SM5Organic.ITS.S893",20,44.85,20,0.3,5.76,0.61,10.3,0.3,0.3,16.36,7.88,13.64,7.27,2.42,4.85,7.58,2.12,1.82,0.61,1.21,0.61,1.21,0,0,1.21,0
"SM5Outer.ITS.S895",22.22,33.33,22.22,0,0,0,11.11,0,0,33.33,11.11,22.22,22.22,22.22,0,0,0,0,0,0,0,0,0,0,0,0
"SM6Inner.ITS.S897",4.44,11.11,2.22,0,6.67,0,0,0,0,8.89,2.22,2.22,2.22,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0
"SM6Mineral.ITS.S899",19.93,45.29,22.83,0,6.16,0.36,9.42,0.36,0,13.41,8.7,14.86,8.33,2.9,6.16,11.59,1.81,1.81,0.36,1.81,0,1.09,0,0,1.45,0
"SM6Organic.ITS.S901",19.88,47.83,27.33,1.24,6.83,3.73,11.8,1.86,1.24,15.53,6.83,13.66,6.21,2.48,6.83,13.04,1.86,1.24,0.62,2.48,0,1.86,0,0,1.24,0
"SM6Outer.ITS.S903",13.64,15.15,3.03,0,0,0,1.52,0,0,3.03,10.61,1.52,6.06,1.52,0,0,0,0,1.52,0,0,0,0,0,0,0
"SM7Inner.ITS.S905",0,8.33,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SM7Mineral.ITS.S907",17.33,54.46,28.22,0.99,9.41,1.98,10.4,0.99,0.99,17.82,6.44,17.82,4.95,0.99,10.89,16.83,2.97,2.97,0,0.99,0.5,0.99,0,0,1.49,0
"SM7Organic.ITS.S909",18.86,45.12,22.56,0.67,5.72,1.01,10.1,0.67,0.34,15.82,6.06,13.8,7.74,2.02,7.07,9.76,2.69,1.68,0,2.69,0,1.01,0,0,0.67,0
"SM7Outer.ITS.S911",20.83,33.33,14.58,0,0,0,4.17,0,0,14.58,10.42,10.42,14.58,2.08,0,0,0,0,4.17,0,0,0,0,0,2.08,0
"SM8Inner.ITS.S913",0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0
"SM8Mineral.ITS.S915",14.6,38.51,19.25,0.31,5.59,1.24,7.45,0.62,0.31,12.11,4.35,11.8,5.59,0.62,7.45,11.8,1.24,0.93,0.31,1.86,0.31,0.93,0,0,0.93,0
"SM8Organic.ITS.S917",17.49,40.15,20.44,0.25,5.17,1.72,9.11,0.74,0,15.27,6.16,11.58,6.9,1.48,5.91,8.62,1.72,1.72,0,3.45,0,0.99,0,0,0.49,0
"SM8Outer.ITS.S919",8.43,15.66,4.82,0,0,0,0,1.2,0,8.43,3.61,2.41,7.23,0,0,1.2,1.2,1.2,2.41,0,0,0,0,0,0,0
"SM9Inner.ITS.S921",14.29,19.05,9.52,0,4.76,0,4.76,0,0,14.29,9.52,9.52,9.52,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0
"SM9Mineral.ITS.S923",16.77,51.55,23.6,1.24,6.83,1.86,8.7,1.24,1.24,13.66,6.21,14.29,4.35,0.62,10.56,18.63,0.62,1.24,0,1.86,0,1.24,0,0,1.24,0
"SM9Organic.ITS.S925",19.36,42.65,22.79,0.49,5.88,1.23,9.56,1.47,0.25,13.73,6.62,13.48,6.13,1.72,7.35,10.29,1.96,2.21,0.25,3.19,0,0.98,0,0,0.49,0
"SM9Outer.ITS.S927",20,45.45,20,0,5.45,0,5.45,5.45,0,20,5.45,10.91,12.73,0,7.27,9.09,0,0,3.64,0,0,1.82,0,0,0,0
"WA1Mineral.ITS.S995",15.3,35.69,18.7,0.85,5.95,3.12,7.65,0.85,0.57,11.9,5.38,11.33,6.23,0.85,5.95,9.07,3.12,0.85,0,1.7,0,0.57,0,0,0.85,0
"WA1Organic.ITS.S997",12.09,32.99,13.52,0.41,3.48,2.66,5.12,0.82,0,10.25,3.28,8.2,6.35,0.61,4.1,4.71,0.82,0.41,0.2,0.82,0.2,0.2,0,0,0.61,0
"WA1Outer.ITS.S999",32.95,40.34,18.75,0,3.41,3.41,6.82,0.57,0,17.61,15.34,11.36,23.86,2.84,0.57,1.7,2.84,2.84,4.55,0,0,0,0,0,0.57,0.57
"WA10Mineral.ITS.S963",13.81,31.53,28.23,0.3,3.9,12.61,9.01,0.9,0.3,8.41,5.11,10.51,5.11,0.3,4.5,8.11,0.6,0.6,0,0.3,0,1.2,0.3,0.3,2.1,0
"WA10Organic.ITS.S965",12.44,33.48,20.59,0.68,5.66,9.05,6.33,1.36,0.68,9.95,3.62,8.37,5.43,0.68,3.62,4.98,0.68,1.36,0,0.9,0,0.68,1.36,1.13,0.9,0
"WA10Outer.ITS.S967",24.32,29.73,10.81,0,0,0,2.7,0,0,5.41,18.92,2.7,10.81,2.7,0,0,0,0,8.11,0,0,0,0,0,2.7,0
"WA101Inner.ITS.S931",50,50,40,0,0,0,10,0,0,20,40,30,30,20,0,0,0,0,10,0,0,0,0,0,0,0
"WA101Mineral.ITS.S933",15.05,38.8,24.41,1,6.02,9.7,9.03,1,0.67,9.03,5.02,9.36,4.35,0.33,5.69,10.7,0.67,1.34,0,1,0,1.34,0.33,0,1,0
"WA101Organic.ITS.S935",16.67,35.68,19.02,1.07,4.91,5.13,7.26,1.71,1.07,11.97,4.49,10.26,8.76,1.5,4.91,5.77,0.43,0.64,0,0.85,0.21,0.64,0.43,0,0.85,0
"WA101Outer.ITS.S937",26.67,26.67,6.67,0,1.67,0,6.67,0,0,3.33,8.33,3.33,20,3.33,0,0,1.67,0,3.33,0,0,0,0,0,0,0
"WA102Outer90a.ITS.S941",17.39,26.09,13.04,0,0,0,8.7,0,0,8.7,8.7,8.7,13.04,0,0,0,0,0,4.35,0,0,0,0,0,4.35,0
"WA102Outer91a.ITS.S943",20.31,29.69,14.06,0,0,1.56,1.56,1.56,0,14.06,10.94,7.81,12.5,3.12,0,0,0,0,4.69,0,0,0,0,0,1.56,0
"WA103Outer.ITS.S947",5.26,21.05,0,0,0,0,0,0,0,10.53,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA103starInner.ITS.S949",13.86,34.65,14.85,0,0.99,0,3.96,0.99,0,12.87,6.93,11.88,6.93,0,2.97,2.97,1.98,0,1.98,0,0,0.99,0,0,2.97,0
"WA103starOuter.ITS.S951",24,34.67,18.67,4,4,6.67,8,5.33,4,16,5.33,4,13.33,2.67,1.33,4,0,4,4,0,0,0,0,0,1.33,0
"WA104Mineral.ITS.S955",18.21,40.6,25.97,0.9,7.46,8.96,10.45,1.79,0.9,11.64,6.27,12.24,5.97,0.9,6.57,11.04,1.49,1.49,0,1.49,0,0.6,0,0,1.19,0
"WA104Organic.ITS.S957",13.32,36.86,18.61,0.91,6.02,5.84,6.39,1.28,0.73,11.86,4.93,9.85,4.74,0.36,5.29,7.3,1.64,1.09,0.18,0.91,0,0.55,0,0,1.28,0
