"","Pathotroph","Saprotroph","Symbiotroph","Bryophyte Parasite","Dung Saprotroph","Ectomycorrhizal","Fungal Parasite","Leaf Saprotroph","Plant Parasite","Wood Saprotroph","Animal Pathogen","Endophyte","Plant Pathogen","Lichen Parasite","Litter Saprotroph","Soil Saprotroph","Plant Saprotroph","Epiphyte","Lichenized","Arbuscular Mycorrhizal","Endomycorrhizal","Ericoid Mycorrhizal","Orchid Mycorrhizal","Root Associated Biotroph","Clavicipitaceous Endophyte","Animal Endosymbiont"
"WA104Outer.ITS.S959",20.27,35.14,16.22,0,0,1.35,8.11,0,0,13.51,5.41,10.81,13.51,1.35,0,0,5.41,0,1.35,0,0,0,0,0,0,0
"WA12Inner.ITS.S969",9.09,54.55,18.18,0,9.09,0,0,0,0,36.36,9.09,9.09,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0
"WA12Mineral.ITS.S971",16.02,37.98,22.22,0.78,5.94,1.55,8.01,1.03,0.78,12.66,6.72,14.99,6.2,1.29,6.72,11.11,2.07,1.81,0,3.1,0,1.03,0,0,1.29,0.26
"WA12Organic.ITS.S973",17.47,42.37,16.67,0.6,5.82,1.2,8.23,1,0.4,15.26,6.83,10.84,8.63,1.61,4.22,5.22,1.2,1,0,2.41,0,0.8,0,0,0.8,0
"WA12Outer.ITS.S975",21.88,28.12,9.38,0,0,0,3.12,0,0,3.12,15.62,6.25,18.75,6.25,3.12,6.25,0,0,3.12,0,0,0,0,0,0,0
"WA14Inner96c.ITS.S977",27.27,54.55,0,0,9.09,0,0,0,0,27.27,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA14Outer96a.ITS.S981",7.14,14.29,14.29,0,0,0,0,0,0,0,0,7.14,7.14,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0
"WA14Outer97a.ITS.S983",23.33,20,0,0,0,0,0,0,0,6.67,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA15Inner.ITS.S985",23.53,58.82,11.76,0,0,0,0,0,0,0,5.88,5.88,17.65,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0
"WA15Mineral.ITS.S987",16.22,40.84,23.42,0.6,5.41,7.21,10.21,0.6,0.3,11.11,4.2,12.01,7.21,0.6,7.21,9.61,1.2,0.9,0,0.6,0.3,0.3,0,0,0.6,0.3
"WA15Organic.ITS.S989",14.71,31.52,15.06,0.53,4.03,4.2,6.48,1.4,0.53,9.28,3.33,7.71,7.71,0.53,3.85,4.03,1.23,0.7,0.18,1.23,0,0.53,0.18,0,0.53,0
"WA15Outer.ITS.S991",22.58,20.97,14.52,0,1.61,0,4.84,0,0,3.23,8.06,12.9,14.52,1.61,3.23,1.61,0,0,3.23,0,0,0,0,0,3.23,0
"WA5Inner.ITS.S1001",15,35,10,0,0,0,0,0,0,10,5,5,10,0,0,0,0,0,5,0,0,0,0,0,0,0
"WA5Mineral.ITS.S1003",13.4,32.51,32.01,0.25,9.93,19.35,5.96,0,0,8.93,4.47,9.18,6.2,0.25,8.93,6.7,0.74,0.74,0,0.5,0.25,0.74,1.49,1.49,1.24,0
"WA5Organic.ITS.S1005",16.57,38.32,22.55,0.4,8.78,10.18,5.39,1.6,0,10.38,5.59,9.58,8.58,0.6,8.98,4.39,1.6,1,0.2,0.6,0,1,1.4,1.4,0.8,0.2
"WA5Outer.ITS.S1007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAX1Outer.ITS.S1011",23.4,32.98,11.7,0,2.13,0,4.26,0,0,17.02,10.64,9.57,19.15,5.32,0,1.06,0,0,2.13,0,1.06,0,0,0,0,1.06
"WO1Mineral.ITS.S1017",17.45,31.49,32.34,0.43,3.4,18.3,7.66,0.85,0.43,9.36,2.98,8.94,5.96,0.43,5.53,9.79,2.55,0.85,0,0,0,4.68,1.28,0.43,0.43,0
"WO1Organic.ITS.S1019",14.5,29.74,24.16,0,3.35,16.36,4.09,0.74,0,10.41,2.97,6.69,8.55,0.37,4.09,4.46,4.46,1.12,0,0,0.37,3.72,1.86,0,0,0
"WO1Outer.ITS.S1021",32.81,34.38,9.38,0,1.56,0,10.94,0,0,7.81,10.94,4.69,23.44,1.56,0,0,0,1.56,0,0,0,0,0,0,0,0
"WP101Inner.ITS.S1023",50,60,0,0,10,0,0,10,0,30,30,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0
"WP101Mineral.ITS.S1025",21.03,35.9,40.51,0,5.13,18.46,7.69,1.03,0,10.26,7.69,15.38,7.18,1.03,7.18,9.74,2.56,1.54,0.51,0,0.51,5.13,3.08,2.56,2.56,0
"WP101Organic.ITS.S1027",20.98,30.73,31.71,0,2.93,16.1,9.27,0,0,11.71,8.29,13.17,6.34,0.49,6.34,4.88,1.95,0.98,0.49,0,0,6.83,3.9,0.98,3.41,0
"WP101Outer.ITS.S1029",21.7,25.47,15.09,0,0.94,1.89,6.6,0,0,5.66,10.38,7.55,13.21,4.72,0.94,0.94,0.94,0.94,5.66,0,0,0,0,0,1.89,0
"WP102Inner.ITS.S1031",16.67,25,0,0,8.33,0,8.33,0,0,8.33,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0
"WP102Outer.ITS.S1033",23.68,23.68,21.93,0,1.75,3.51,8.77,0,0,9.65,10.53,8.77,14.04,6.14,0,0.88,0.88,0.88,9.65,0,0,0,0,0,2.63,0
"WP103Inner.ITS.S1035",27.45,39.22,31.37,0,3.92,3.92,7.84,0,0,21.57,23.53,17.65,13.73,7.84,0,1.96,0,0,9.8,0,0,0,0,0,1.96,0
"WP103Mineral.ITS.S1037",16.22,35.68,40.54,0,4.86,22.7,5.95,0.54,0,10.27,3.78,11.89,5.95,0,7.03,11.35,2.16,0.54,0,0,0,4.86,3.78,3.24,1.08,0
"WP103Outer.ITS.S1041",28.73,28.18,14.36,0,1.66,0.55,11.05,0,0,7.73,13.81,8.29,15.47,3.87,1.66,1.66,1.1,0.55,4.42,0,0,0,0,0,2.76,0
"WP2Inner.ITS.S1043",30.77,43.59,12.82,0,2.56,2.56,5.13,0,0,10.26,10.26,7.69,20.51,2.56,2.56,2.56,2.56,2.56,2.56,0,0,0,0,0,0,0
"WP2Mineral.ITS.S1045",12.25,27.45,27.94,0,1.96,19.12,3.92,0,0,8.82,2.94,6.37,5.88,0.49,1.96,7.84,3.43,0.49,1.47,0,0,2.45,2.45,1.96,0.98,0
"WP2Organic.ITS.S1047",18.32,31.68,28.22,0,2.48,16.34,7.43,0.99,0,10.4,4.95,9.41,6.93,0.5,4.46,6.93,3.47,0.99,1.49,0,0,4.46,1.49,0,1.49,0
"WP2Outer.ITS.S1049",24.04,23.08,15.38,0,0,0,8.65,0,0,6.73,10.58,9.62,11.54,1.92,0.96,0.96,3.85,1.92,4.81,0,0,0,0,0,2.88,0
"WP3Inner.ITS.S1051",28.57,30.25,18.49,0,2.52,1.68,6.72,0,0,10.08,15.13,9.24,16.81,1.68,0.84,0.84,0,0.84,6.72,0,0,0,0,0,3.36,0
"WP3Organic.ITS.S1053",17.43,33.94,34.86,0.46,2.29,24.77,5.5,1.38,0,12.84,3.67,7.8,8.72,0.46,3.67,5.05,4.13,0.92,2.29,0,0.46,4.59,2.75,0.92,0.92,0
"WP3Outer.ITS.S1055",19.61,27.45,15.69,0,3.92,0,7.84,0,0,17.65,13.73,7.84,13.73,1.96,0,0,0,0,7.84,0,0,0,0,0,1.96,0
"WP4Inner.ITS.S1077",30.95,29.76,23.81,0,3.57,5.95,7.14,0,0,10.71,17.86,14.29,16.67,4.76,3.57,1.19,2.38,2.38,3.57,0,0,1.19,1.19,0,4.76,0
"WP4Organic.ITS.S1079",19.11,31.56,33.33,0,2.22,21.33,5.78,1.33,0,12,4.44,9.78,10.22,0.89,4.44,5.78,4.89,0.44,1.33,0,0,4,4,1.78,0.89,0
"WP4Outer.ITS.S1081",28.24,32.06,16.79,0.76,3.82,2.29,9.16,0,0,11.45,13.74,10.69,16.03,1.53,2.29,3.05,2.29,1.53,3.82,0,0,0,0,0,3.05,0.76
"WP401Inner.ITS.S203",28.07,49.12,31.58,0,5.26,0,7.02,1.75,0,14.04,15.79,29.82,17.54,0,19.3,19.3,0,0,1.75,0,0,0,0,0,5.26,0
"WP401Mineral.ITS.S1057",15.29,38.82,37.65,0,4.71,17.06,6.47,0,0,11.76,3.53,12.94,7.65,0.59,8.82,11.18,3.53,0.59,0,0,0.59,3.53,1.18,1.18,0.59,0
"WP401Organic.ITS.S1059",17.65,32.94,28.24,0.78,3.14,16.47,5.49,1.57,0.39,13.33,3.92,8.63,9.02,0.39,4.31,4.71,3.92,0.39,0.39,0,0,4.31,1.18,0.39,0.39,0
"WP401Outer.ITS.S206",16.67,27.78,15.28,0,2.78,0,2.78,0,0,5.56,11.11,8.33,9.72,4.17,2.78,4.17,1.39,1.39,5.56,0,0,0,0,0,1.39,0
"WP402Mineral.ITS.S1063",17.24,38.51,36.78,0.57,4.6,20.69,9.2,0.57,0.57,11.49,2.87,10.34,4.6,0.57,7.47,8.62,3.45,0.57,0,0,0,5.75,1.72,0.57,0.57,0
"WP402Organic.ITS.S1065",13.92,36.6,29.9,0.52,4.64,19.07,5.15,1.03,0,14.95,2.06,10.31,4.64,0,7.73,7.22,4.12,0.52,0,0,0,5.67,2.58,0,0,0
"WP402Outer.ITS.S1067",26.06,33.1,13.38,0.7,5.63,1.41,9.15,0.7,0.7,11.27,11.97,5.63,15.49,0.7,1.41,2.11,0.7,1.41,3.52,0,0,0,0,0,1.41,0
"WP403Inner.ITS.S1069",19.35,32.26,12.9,0,0,0,12.9,0,0,9.68,12.9,6.45,12.9,0,0,0,6.45,0,3.23,0,0,0,0,0,0,0
"WP403Mineral.ITS.S1071",21.05,35.53,39.47,0.66,5.26,16.45,8.55,0.66,0.66,10.53,6.58,14.47,7.24,0.66,7.24,9.21,2.63,1.32,0.66,0,0,5.92,0.66,0.66,1.32,0
"WP403Organic.ITS.S1073",16.72,34.11,21.4,0.67,4.68,12.04,6.35,1,0.33,12.04,4.01,7.02,7.02,0.67,4.68,4.01,4.01,0.67,0,0,0.33,4.35,1.34,0,0.33,0
"WP403Outer.ITS.S1075",20.37,25,10.19,0,1.85,0,4.63,0,0,8.33,8.33,5.56,13.89,2.78,0.93,0.93,1.85,0.93,3.7,0,0,0,0,0,0.93,0
"WP5Inner.ITS.S1083",15.28,16.67,9.72,0,2.78,1.39,6.94,0,0,5.56,8.33,2.78,11.11,1.39,0,0,1.39,0,5.56,0,0,0,0,0,1.39,0
"WP5Mineral.ITS.S1085",15.76,26.11,33,0,1.97,17.24,5.91,0.49,0,6.9,3.94,12.81,6.9,0.49,6.9,8.87,2.46,0.49,0.49,0,0,3.94,1.97,0.99,1.97,0
"WP5Organic.ITS.S1087",16.36,28.18,29.55,0,1.82,16.82,6.36,0.91,0,9.09,2.73,11.36,7.27,0,6.36,5.45,3.64,0.91,0.45,0,0,5,2.27,0,0.91,0
"WP5Outer.ITS.S1089",22.73,72.73,36.36,0,22.73,4.55,18.18,0,0,36.36,18.18,27.27,4.55,0,0,4.55,9.09,0,0,0,0,4.55,0,0,13.64,0
"WP6Inner.ITS.S1091",28.12,37.5,15.62,0,3.12,3.12,9.38,0,0,12.5,15.62,9.38,12.5,0,0,0,3.12,0,0,0,3.12,0,0,0,9.38,0
"WP6Mineral.ITS.S1093",19.23,39.42,35.1,0.48,4.81,16.83,5.29,0.48,0.48,11.54,3.37,11.06,8.65,0.48,8.65,14.42,5.77,0.48,0,0,0,5.29,1.44,0.48,1.44,0
"WP6Organic.ITS.S1095",17.35,33.79,34.7,0.91,3.65,21.92,5.94,1.37,0.46,13.7,2.28,10.5,6.85,0,5.94,6.85,4.57,0.46,0,0,0,5.48,2.28,0.46,0,0
"WP7Inner.ITS.S209",24.47,39.36,15.96,0,1.06,0,7.45,0,0,8.51,13.83,12.77,15.96,3.19,4.26,6.38,1.06,0,0,0,1.06,0,0,0,2.13,0
"WP7Mineral.ITS.S1097",17.62,40.93,32.12,0,5.7,11.92,6.22,0,0,11.4,4.15,13.47,6.22,0,7.77,15.03,3.11,0.52,0,0,0,5.18,0.52,0,1.04,0.52
"WP7Organic.ITS.S1099",17.96,32.52,30.1,0,3.4,18.45,4.37,2.43,0,12.14,2.43,7.77,9.71,0,5.34,7.77,3.88,0.49,0,0,0.49,5.34,0.97,0,0,0
"WP7Outer.ITS.S212",22.22,53.97,22.22,0,6.35,3.17,3.17,3.17,0,12.7,17.46,19.05,14.29,4.76,7.94,7.94,3.17,0,1.59,0,0,1.59,1.59,1.59,1.59,1.59
"WP8Inner.ITS.S1101",25.53,31.91,10.64,0,4.26,0,8.51,0,0,10.64,17.02,8.51,12.77,4.26,0,2.13,2.13,2.13,2.13,0,0,0,0,0,2.13,0
"WP8Mineral.ITS.S1103",22.78,39.87,36.08,0.63,5.06,12.66,9.49,0.63,0.63,11.39,5.06,16.46,10.76,0.63,6.96,13.29,2.53,0.63,0,0,0,4.43,0.63,0.63,3.16,0
"WP8Organic.ITS.S1105",16.75,27.75,26.79,0.48,2.87,17.22,5.26,0.48,0.48,9.09,2.39,4.78,5.74,0,2.87,5.74,4.78,0.48,0,0,0,5.26,0.48,0,0,0
"WP8Outer.ITS.S1107",29.1,31.34,20.15,0,2.24,2.24,5.97,0.75,0,8.96,17.16,10.45,20.15,2.24,1.49,1.49,0.75,1.49,7.46,0,0,0,0,0,4.48,0.75
"WP9Inner.ITS.S1109",24.05,27.22,17.72,0,1.9,2.53,9.49,0.63,0,8.23,10.76,8.86,13.92,3.16,1.27,0.63,0.63,1.27,5.06,0,0,0,0,0,3.8,0
"WP9Mineral.ITS.S1111",22.37,36.84,34.65,0.88,3.51,15.79,7.02,0.88,0,9.65,3.07,10.53,9.21,0,6.14,13.6,3.51,0,0,0,0,5.7,0.44,0.44,0.88,0
"WP9Organic.ITS.S1113",14.93,34.03,28.47,0.35,2.43,16.32,5.9,0.35,0,11.11,2.78,9.03,5.56,0.69,5.21,5.9,2.78,1.04,0.35,0,0.35,5.56,2.08,0,0.69,0
"WP9Outer.ITS.S1115",27.91,34.88,25.58,0,2.33,2.33,6.98,2.33,0,11.63,9.3,6.98,16.28,4.65,4.65,4.65,2.33,4.65,13.95,0,0,0,0,0,0,0
"WPBereniceMineral.ITS.S1119",13.84,30.51,22.03,0.85,4.24,8.19,5.93,0.85,0.85,8.19,5.93,9.89,4.52,0.56,4.8,9.89,1.41,1.13,0,1.69,0,0.85,0,0,1.13,0
"WPBERENICEInner.ITS.S1117",29.2,28.47,15.33,0,2.19,0.73,8.03,0,0,10.95,20.44,9.49,16.79,3.65,0,0.73,1.46,1.46,3.65,0,0.73,0.73,0,0,3.65,0
"WPBERENICEOrganic.ITS.S1121",15.25,37,20.25,0.5,4.25,6,7.75,1,0.25,12.25,6.25,9.75,6.25,1.75,4.25,7,1.5,1,0.75,1.5,0.25,1,0,0,1,0.25
"WPBERENICEOuter.ITS.S1123",22.79,27.91,16.28,0,0.47,0.93,7.91,0,0,7.91,13.49,8.84,13.49,3.26,1.4,1.86,1.4,0.93,5.12,0,0,0,0,0,2.33,0
"WPX2Inner.ITS.S1129",42.99,40.19,15.89,0,3.74,0.93,9.35,0.93,0,11.21,25.23,10.28,23.36,6.54,0.93,2.8,0.93,2.8,3.74,0,0,0,0.93,0,0.93,0.93
"WPX2Mineral.ITS.S1131",15.03,36.61,19.95,0.55,5.19,3.83,7.1,0.55,0.27,12.3,4.37,11.75,7.38,0.82,5.74,9.02,1.64,1.37,0,1.09,0.27,0.55,0.27,0,1.09,0
"WPX2Organic.ITS.S1133",15.83,36.5,12.85,0.74,4.28,1.86,5.03,1.86,0.19,14.34,3.17,8.57,10.61,1.49,3.91,4.28,1.49,0.56,0,0.74,0,0.74,0.19,0,0.74,0
"WPX22Inner.ITS.S1125",39.68,26.98,23.81,0,3.17,0,19.05,0,0,9.52,25.4,14.29,20.63,7.94,0,1.59,1.59,0,6.35,0,0,0,0,0,7.94,0
"WPX22Outer.ITS.S1127",46.77,46.77,22.58,0,1.61,0,11.29,0,0,20.97,29.03,14.52,29.03,9.68,0,1.61,1.61,0,3.23,0,0,0,0,0,3.23,0
"WPX5Inner.ITS.S1135",30,37.5,10,0,0,0,2.5,0,0,17.5,17.5,7.5,25,7.5,0,0,0,0,5,0,0,0,0,0,0,2.5
"WPX5Mineral.ITS.S1137",16.85,33.43,24.03,0.28,4.14,8.29,8.01,0,0,11.33,3.87,11.33,7.18,0.55,4.97,7.73,3.04,1.66,0,0.28,0.28,2.49,0.55,0,0.83,0
"WPX5Organic.ITS.S1139",15.38,34.74,18.36,0.25,3.23,6.45,5.46,1.74,0.25,10.67,2.73,8.19,8.19,0.74,3.97,5.71,2.23,0.99,0.5,0.74,0.74,0.99,0.25,0.25,0.74,0
"WPX5Outer.ITS.S1141",25.47,33.02,14.15,0,0.94,2.83,6.6,0,0,10.38,16.98,5.66,16.04,1.89,0.94,0.94,1.89,0.94,3.77,0,0,0,0,0,1.89,0
"WPX7Inner.ITS.S215",30.23,46.51,27.91,0,4.65,4.65,11.63,0,0,18.6,13.95,18.6,16.28,11.63,6.98,13.95,6.98,0,2.33,0,0,0,0,0,0,0
"WPX7Mineral.ITS.S218",14.18,32.98,25.18,0,4.61,12.41,6.38,0.35,0,10.28,3.9,9.22,5.67,1.06,5.32,8.51,2.13,0.71,0,0.35,0,1.06,0.35,0.35,1.42,0
"WPX7Organic.ITS.S1143",14.66,32.98,14.92,0.26,3.4,4.97,4.97,1.31,0,10.99,3.4,7.59,8.38,1.31,3.4,4.45,1.83,0.79,0,0.79,0,0.79,0,0,0.79,0
"WPX7Outer.ITS.S221",28.9,37.16,17.43,0,2.29,1.38,9.17,0,0,10.55,13.3,12.84,19.27,4.59,3.21,4.59,1.38,1.38,2.29,0,0,0,0,0,1.83,0
"YB10Mineral.ITS.S1149",16.14,31.84,32.29,0.45,4.48,17.49,7.17,0.45,0.45,13,4.04,9.42,6.73,0.45,4.48,9.42,3.59,0.45,1.35,0,0,4.48,0.45,0,1.35,0
"YB10Organic.ITS.S1151",15.56,35.56,36.67,0,3.89,23.33,5,0.56,0,15,3.89,8.89,5,1.11,4.44,4.44,5.56,1.11,1.11,0,0,6.11,1.67,0,0.56,0
"YB10Outer.ITS.S1153",16.67,25,25,0,0,0,0,0,0,8.33,16.67,8.33,16.67,8.33,0,0,0,0,16.67,0,0,0,0,0,0,0
"YB11Inner.ITS.S1157",25.53,34.04,14.89,0,2.13,4.26,6.38,0,0,8.51,2.13,6.38,19.15,2.13,4.26,2.13,2.13,0,2.13,0,0,4.26,2.13,0,0,0
"YB11Organic.ITS.S1161",15.29,31.8,24.46,0.61,3.98,12.23,7.03,0,0,9.79,4.59,9.48,6.12,0.92,4.59,5.81,3.06,0.61,0,0,0,2.75,0.92,0.31,1.83,0
"YB11Outer.ITS.S1163",31.82,13.64,9.09,0,4.55,0,9.09,0,0,9.09,13.64,9.09,22.73,0,0,0,0,0,0,0,0,0,0,0,9.09,0
"YB11primeOuter.ITS.S1167",34.78,33.33,17.39,0,2.9,5.8,5.8,2.9,0,13.04,10.14,7.25,26.09,4.35,1.45,1.45,2.9,2.9,1.45,0,0,1.45,0,0,0,1.45
"YB12Inner.ITS.S224",13.79,27.59,17.24,0,0,0,0,0,0,3.45,6.9,13.79,13.79,3.45,10.34,17.24,0,0,3.45,0,0,0,0,0,0,0
"YB12Outer.ITS.S227",17.65,52.94,41.18,0,5.88,0,0,0,0,11.76,0,41.18,17.65,0,29.41,23.53,0,0,0,0,0,0,0,0,0,0
"YB13Inner.ITS.S1171",24.32,37.84,37.84,0,2.7,24.32,10.81,0,0,13.51,5.41,8.11,13.51,0,2.7,5.41,2.7,0,2.7,0,0,2.7,0,0,2.7,0
"YB13Mineral.ITS.S230",14.33,31.06,22.18,0,2.73,10.58,4.78,0.34,0,8.87,6.14,9.22,5.12,0.68,5.12,8.53,3.75,0.68,0.34,0,0.34,2.05,1.71,0.68,1.02,0.34
"YB13Organic.ITS.S1173",15.19,28.27,19.2,0.63,3.8,10.55,4.01,1.69,0.21,9.7,4.01,7.38,8.86,0.84,3.38,3.8,1.9,0.84,0.42,0,0.21,1.48,0.84,0.42,1.27,0
"YB13Outer.ITS.S1175",36.36,36.36,18.18,0,9.09,0,27.27,0,0,27.27,18.18,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,9.09,0
"YB14Mineral.ITS.S1177",10.53,28.23,22.49,0.96,3.35,13.88,5.26,0.96,0.96,10.05,2.87,5.74,4.31,0.96,3.35,6.7,4.78,0,0.96,0.48,0,0.96,0.48,0,0.96,0
"YB14Organic.ITS.S1179",11.68,25.63,19.54,0.25,2.28,12.69,3.05,1.52,0,7.87,2.79,5.33,7.61,0.76,2.79,2.28,2.28,0.25,0.25,0,0,1.78,1.78,0.25,0.51,0.25
"YB15Inner.ITS.S1183",25,28.57,21.43,3.57,10.71,10.71,7.14,3.57,3.57,14.29,3.57,3.57,14.29,3.57,0,0,7.14,0,7.14,0,0,0,0,0,3.57,0
"YB15Mineral.ITS.S1185",23.92,34.45,36.36,0,4.31,15.79,9.09,0,0,8.61,5.74,15.79,11,0.48,7.66,10.05,2.87,1.44,0,0,0,5.26,1.44,0.48,2.39,0
"YB15Organic.ITS.S1187",19.87,30.13,29.14,0.66,1.66,15.23,6.29,1.32,0,9.93,5.63,10.26,7.95,1.32,4.3,5.3,3.31,1.32,0.33,0,0,4.97,0.66,0,1.32,0.33
"YB15Outer.ITS.S1189",9.52,19.05,9.52,0,0,0,0,0,0,0,4.76,0,4.76,4.76,0,0,0,0,9.52,0,0,0,0,0,0,0
"YB2Mineral.ITS.S1191",8.9,15.41,9.93,0,0.68,4.11,3.08,0,0,5.82,3.08,4.11,6.16,1.03,1.03,1.71,1.37,0.68,0.68,0,0,0.34,0,0,0,0.34
"YB2Outer.ITS.S1193",44.83,27.59,17.24,0,0,0,10.34,0,0,6.9,20.69,20.69,31.03,3.45,0,0,0,0,0,0,0,0,0,0,3.45,0
"YB3Mineral.ITS.S1199",20.6,34.67,37.69,0,3.52,20.1,8.04,0,0,9.05,4.52,10.55,8.04,0.5,5.53,10.55,4.52,0.5,0,0,0,6.53,2.01,0.5,1.51,0
"YB3Organic.ITS.S1201",21.79,33.52,32.4,0.56,3.35,20.67,8.94,1.12,0.56,11.17,3.91,7.82,8.38,0,4.47,4.47,5.03,0.56,0,0,0,6.15,2.23,0,1.12,0
"YB3Outer.ITS.S1203",37.5,50,25,0,12.5,0,0,0,0,37.5,37.5,37.5,37.5,25,0,0,0,0,0,0,0,0,0,0,0,12.5
"YB4Inner.ITS.S1205",26.67,40,0,0,0,0,0,0,0,6.67,0,0,26.67,0,0,0,0,0,0,0,0,0,0,0,0,0
"YB4Mineral.ITS.S1207",18.48,36.96,34.24,0.54,4.89,18.48,5.43,1.09,0.54,10.33,5.43,10.33,8.15,1.63,6.52,10.87,3.26,0,0.54,0,0,4.89,1.09,0.54,1.09,0
"YB4Organic.ITS.S1209",20.11,34.39,34.39,1.06,1.59,22.75,7.94,1.59,0.53,10.58,2.65,8.47,7.94,0,5.29,7.94,5.29,0.53,0,0,0,4.23,1.06,0,0.53,0
"YB4Outer.ITS.S1211",42.37,40.68,22.03,0,3.39,1.69,10.17,0,0,18.64,16.95,15.25,32.2,11.86,1.69,1.69,0,1.69,1.69,0,0,0,0,0,0,0
"YB5Mineral.ITS.S1215",14.93,34.7,27.61,0,3.73,16.04,5.22,0,0,13.06,4.48,9.33,8.96,0.75,3.36,5.97,4.48,1.12,0.37,1.12,0.37,2.99,2.24,0.75,1.49,0.37
"YB5Organic.ITS.S1217",14.25,31.88,17.87,0.72,4.59,7.25,5.07,0,0,11.59,2.9,8.7,8.7,0.97,3.86,3.38,2.42,1.21,0.48,0.24,0.24,2.17,0.72,0,0.72,0
"YB5Outer.ITS.S1219",37.5,29.17,20.83,0,4.17,0,0,0,0,16.67,16.67,12.5,29.17,12.5,4.17,0,0,0,8.33,0,0,0,0,0,0,0
"YB9Inner45c.ITS.S1223",21.57,35.29,13.73,1.96,5.88,1.96,5.88,0,0,5.88,5.88,5.88,11.76,0,3.92,1.96,0,0,3.92,0,0,0,0,0,1.96,0
"YB9Inner44c.ITS.S1221",23.68,26.32,15.79,2.63,0,0,10.53,0,0,5.26,10.53,13.16,10.53,2.63,0,0,0,5.26,5.26,0,0,0,0,0,2.63,0
"YB9Organic.ITS.S1227",16.67,27.03,27.03,0.45,3.15,17.57,6.31,1.8,0.45,12.61,2.25,7.21,8.56,0,2.7,4.5,3.6,1.35,0.45,0,0,4.05,1.8,0.45,0.9,0
"YB9Outer.ITS.S1229",17.39,13.04,26.09,0,0,0,4.35,0,0,0,8.7,8.7,13.04,0,0,0,0,4.35,17.39,0,0,0,0,0,0,0
"YBYBInner.ITS.S233",34.62,34.62,15.38,0,1.28,0,6.41,0,0,7.69,21.79,17.95,20.51,1.28,1.28,2.56,0,3.85,1.28,0,0,0,0,0,3.85,3.85
"YBYBMineral.ITS.S1231",17.58,30.91,38.18,0,3.03,24.85,4.24,0,0,11.52,2.42,7.27,7.88,0.61,4.85,7.27,4.85,0,0.61,0,0,6.06,0.61,0,0.61,0
"YBYBOrganic.ITS.S1233",20.3,36.04,30.46,0.51,5.08,18.27,8.63,0.51,0.51,16.24,3.55,8.12,7.11,0.51,5.08,4.06,4.57,1.02,0.51,0,0,5.58,1.02,0,0.51,0
"YBYBOuter.ITS.S236",24.53,37.74,20.75,0,3.77,0,7.55,0,0,11.32,20.75,20.75,16.98,5.66,9.43,7.55,1.89,0,0,0,0,0,0,0,3.77,0
